name,roomname,homepage,location,maxprice,minprice,price,people,ranking,time,info_bathroom,info_bedroom,info_bogcheung,info_caravan,info_cook,info_crushedstone,info_deck,info_doubleroom,info_familyroom,info_glamping,info_grass,info_menonly,info_oceanview,info_ondolroom,info_organization,info_partyroom,info_pension,info_poolvilla,info_privatebbq,info_privatehouse,info_singlebed,info_spa,info_terrace,info_twinbed,info_unisex,info_womenonly,visitor_bathroom,visitor_bbq,visitor_bed,visitor_breakfast,visitor_bug,visitor_child,visitor_clean,visitor_concept,visitor_electricity,visitor_entertainment,visitor_facility,visitor_goodprice,visitor_hotwater,visitor_interior,visitor_kind,visitor_maintainance,visitor_mannertime,visitor_nearby,visitor_noise,visitor_parking,visitor_party,visitor_pet,visitor_photo,visitor_publictransport,visitor_rest,visitor_shade,visitor_sink,visitor_temperature,visitor_view,visitor_waterplay,visitor_wide,visitor_worthy
글램비 글램핑,당일 6시간+바베큐 무한리필 유럽풍 카라반,https://www.glambcamp.com,경기 화성시 서신면 해안길 64,"138,000원","78,000원",,기준 2인 (최대 4인),,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0
글램파크 글램핑 카라반,VIP 테라스 카라반(밸리뷰),http://www.glampark.co.kr,경기 포천시 이동면 화동로 1925-47 글램파크캠핑장,,,0,기준 2인 (최대 4인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,18,61,48,0,19,49,98,0,0,19,0,0,88,37,63,6,11,11,15,19,0,0,63,0,81,0,3,1,93,53,6,0
글램파크 글램핑 카라반,VIP 테라스 카라반(가든뷰),http://www.glampark.co.kr,경기 포천시 이동면 화동로 1925-47 글램파크캠핑장,,,1,기준 2인 (최대 4인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,36,115,71,0,20,73,185,0,0,25,0,0,157,40,91,13,29,9,15,39,0,0,119,0,117,1,4,0,125,96,16,0
글램파크 글램핑 카라반,VIP 히노끼 카라반,http://www.glampark.co.kr,경기 포천시 이동면 화동로 1925-47 글램파크캠핑장,,,2,기준 2인 (최대 4인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,53,44,0,14,48,101,0,0,22,0,0,89,22,59,3,7,4,12,15,0,0,52,0,52,2,0,0,65,51,6,0
글램파크 글램핑 카라반,히노끼감성뷰 카라반,http://www.glampark.co.kr,경기 포천시 이동면 화동로 1925-47 글램파크캠핑장,,,3,기준 2인 (최대 4인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,35,171,107,0,24,123,217,1,0,55,0,0,218,40,129,28,51,2,10,31,0,0,131,0,129,1,6,1,167,147,21,0
글램파크 글램핑 카라반,거실 스퀘어뷰 카라반,http://www.glampark.co.kr,경기 포천시 이동면 화동로 1925-47 글램파크캠핑장,,,4,기준 2인 (최대 4인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,152,112,0,23,147,233,0,0,53,0,0,202,51,136,19,40,6,17,38,0,0,183,0,116,2,4,0,236,188,24,0
글램파크 글램핑 카라반,침실시네마 카라반,http://www.glampark.co.kr,경기 포천시 이동면 화동로 1925-47 글램파크캠핑장,,,5,기준 2인 (최대 4인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,34,153,105,0,24,105,240,0,0,51,0,0,156,36,110,25,45,3,17,25,0,0,160,0,117,0,7,0,189,147,17,0
메이플 글램핑 카라반 1호점,프라이빗 글램핑 A,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"269,000원","79,000원",,"기준 2인 (최대 3인)
2박 이상 예약 시 추가 1박 당 20,000원 할인",,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,30,0,0,11,0,77,0,0,0,0,1,24,0,0,21,64,0,0,24,0,0,62,0,81,46,11,0,37,6,24,0
메이플 글램핑 카라반 1호점,프라이빗 글램핑 B,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"269,000원","79,000원",,"기준 2인 (최대 3인)
2박 이상 예약 시 추가 1박 당 20,000원 할인",,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,37,0,0,15,0,73,0,0,0,0,0,30,0,2,26,93,0,0,19,0,0,78,0,89,51,19,0,32,8,28,0
메이플 글램핑 카라반 1호점,프라이빗 글램핑 C,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"269,000원","79,000원",,"기준 2인 (최대 3인)
2박 이상 예약 시 추가 1박 당 20,000원 할인",,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,39,1,0,16,0,70,0,0,0,0,1,18,0,2,23,76,0,0,26,0,0,69,0,77,51,18,0,31,6,20,0
메이플 글램핑 카라반 1호점,프라이빗 글램핑 D,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"269,000원","79,000원",,"기준 2인 (최대 3인)
2박 이상 예약 시 추가 1박 당 20,000원 할인",,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,48,0,0,29,0,118,0,0,1,0,1,26,0,0,37,122,0,0,34,0,0,99,0,134,80,19,0,53,11,32,0
메이플 글램핑 카라반 1호점,엔틱 카라반 (신축),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"249,000원","109,000원",,기준 2인 (최대 4인),,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,26,0,0,13,0,61,0,0,0,0,0,18,0,0,19,56,0,0,33,0,0,45,0,61,33,8,0,35,9,17,0
메이플 글램핑 카라반 1호점,메이플 카라반 1호(냉난방완비),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"249,000원","89,000원",,기준 2인 (최대 4인),,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,29,0,0,24,0,98,0,0,0,0,0,26,0,0,30,90,0,0,19,0,0,86,0,107,61,18,0,45,13,28,0
메이플 글램핑 카라반 1호점,메이플 카라반 2호(냉난방완비),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"249,000원","89,000원",,기준 2인 (최대 4인),,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,30,0,0,26,0,99,0,0,0,0,0,34,0,1,22,110,0,0,29,0,0,94,0,112,83,15,0,43,9,20,0
메이플 글램핑 카라반 1호점,메이플 카라반 3호(냉난방완비),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"249,000원","89,000원",,기준 2인 (최대 4인),,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,34,0,0,30,0,95,0,0,0,0,0,32,0,0,13,104,0,0,28,0,0,86,0,110,78,21,0,45,10,19,0
메이플 글램핑 카라반 1호점,커플카라반(최대3인),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"219,000원","89,000원",,"기준 2인 (최대 3인)
2박 이상 예약 시 추가 1박 당 10,000원 할인",,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,13,0,0,9,0,36,0,0,0,0,0,11,0,1,12,43,0,0,18,0,0,37,0,46,33,10,0,25,8,16,0
메이플 글램핑 카라반 1호점,VIP프라이빗히노끼 카라반(마운틴뷰),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"289,000원","139,000원",,"기준 2인 (최대 3인)
2박 이상 예약 시 추가 1박 당 20,000원 할인",,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15,16,0,0,8,0,62,0,0,0,0,0,12,0,0,12,57,0,0,12,0,0,55,0,64,47,7,0,16,1,11,0
메이플 글램핑 카라반 1호점,VIP글램핑(히노끼자쿠지)23년3월신축,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"289,000원","149,000원",,기준 2인 (최대 4인),,,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
메이플 글램핑 카라반 1호점,VIP글램핑(가든뷰자쿠지)23년3월신축,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"199,000원","129,000원",,기준 2인 (최대 4인),,,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,2,1,1,0,1,0,0,0
메이플 글램핑 카라반 1호점,신축패밀리글램핑,https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"279,000원","109,000원",,기준 3인 (최대 5인),,,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,21,19,1,0,13,0,52,0,0,0,0,1,10,0,1,17,53,0,0,16,0,0,50,0,54,45,11,0,19,12,13,0
메이플 글램핑 카라반 1호점,가족글램핑(최대4인),https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"289,000원","119,000원",,"기준 3인 (최대 4인)
2박 이상 예약 시 추가 1박 당 20,000원 할인",,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12,20,0,0,7,0,23,0,0,1,0,0,12,1,1,9,30,0,0,8,1,0,20,0,34,15,6,0,16,4,11,0
메이플 글램핑 카라반 1호점,"신축 애견펫글램핑(개별운동장,개별화장실)",https://blog.naver.com/qkrtns100,경기 포천시 이동면 화동로 2236-25,"249,000원","129,000원",,기준 2인 (최대 3인),,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,2,1,9,0,0,0,1,0,4,0,0,8,7,0,0,14,0,0,3,0,7,7,6,1,8,3,2,0
동화힐링캠프 글램핑,Luxury 글램핑(풀옵션),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"349,000원","209,000원",,기준 2인 (최대 6인),,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,3,1,37,0,1,22,0,0,36,0,27,8,5,0,0,15,0,0,13,0,24,0,9,0,28,0,8,0
동화힐링캠프 글램핑,VIP 럭셔리 카라반,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"455,000원","249,000원",,기준 2인 (최대 6인),"별점
4.5/5",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,49,0,0,9,0,49,0,0,22,0,0,24,0,43,21,18,0,0,30,0,0,16,0,50,1,3,1,31,1,14,0
동화힐링캠프 글램핑,VIP 럭셔리 커플 카라반,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"455,000원","249,000원",,기준 2인 (최대 4인),"별점
5/5",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,11,0,0,5,0,11,0,0,3,0,0,8,0,7,2,3,0,0,1,0,0,5,0,11,0,2,0,10,0,1,0
동화힐링캠프 글램핑,국내 실속형 카라반[숙박],http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"375,000원","203,000원",,기준 2인 (최대 6인),"별점
4.5/5",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,8,0,0,1,0,7,0,0,2,0,0,5,0,7,4,5,0,0,9,0,0,4,0,4,1,0,0,5,0,0,0
동화힐링캠프 글램핑,트레일러 하우스,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"315,000원","189,000원",,기준 2인 (최대 6인),"별점
4.48/5",,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,40,0,0,9,0,42,0,0,19,0,0,42,0,28,20,20,0,0,38,0,0,29,0,55,1,12,0,37,1,8,0
동화힐링캠프 글램핑,프리미엄 글램핑,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"295,000원","169,000원",,기준 2인 (최대 6인),"별점
4.33/5",,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0,9,0,42,0,0,13,0,0,55,0,28,31,12,0,0,29,0,0,13,0,31,2,36,0,33,0,5,0
동화힐링캠프 글램핑,숲 속 글램핑,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"199,000원","119,000원",,기준 2인 (최대 4인),"별점
4.35/5",,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,6,0,30,0,0,17,0,0,20,0,32,30,14,0,0,32,0,0,13,0,33,2,22,0,25,0,0,0
동화힐링캠프 글램핑,온더힐 글램핑(침대타입),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,"199,000원","119,000원",,기준 2인 (최대 4인),"별점
4.43/5",,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,1,0,21,0,0,13,0,0,23,0,17,25,7,0,0,19,0,0,13,0,23,6,18,0,16,1,5,0
동화힐링캠프 글램핑,[당일7시간] VIP 럭셔리 카라반(13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"219,000원",기준 2인 (최대 6인),,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
동화힐링캠프 글램핑,[당일7시간이용] 숲속글램핑 (13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"89,000원",기준 2인 (최대 4인),"별점
4.37/5",,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12,0,0,2,0,5,0,0,1,0,0,6,0,1,7,2,0,0,15,0,0,3,0,8,0,9,0,5,0,2,0
동화힐링캠프 글램핑,[당일7시간이용] 온더힐글램핑 (13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"89,000원",기준 2인 (최대 4인),"별점
4.76/5",,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15,0,0,0,0,6,0,0,3,0,0,7,0,5,9,0,0,0,12,0,0,1,0,8,0,5,0,9,0,1,0
동화힐링캠프 글램핑,[당일7시간이용] 프리미엄글램핑 (13시~20시까지),http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"139,000원",기준 2인 (최대 6인),,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0,7,0,0,8,0,0,4,0,8,7,3,0,0,6,0,0,2,0,8,0,4,0,8,0,1,0
동화힐링캠프 글램핑,[당일7시간] Luxury 글램핑(풀옵션)13시-20시,http://www.dwhealingcamp.com/,경기 파주시 파평면 파평산로363번길 32-9,,,"189,000원",기준 2인 (최대 6인),,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
더플래츠글램핑,프리미엄 감성 글램핑존,https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,0,기준 2인 (최대 2인),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,7,0,27,0,0,0,0,0,18,0,0,18,13,0,0,9,0,0,34,0,28,7,15,0,24,1,11,0
더플래츠글램핑,"아트존 (바닥난방,파워히터)",https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,1,기준 2인 (최대 2인),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,113,7,0,23,0,151,0,0,0,0,0,90,1,9,72,59,0,1,50,0,0,95,1,129,29,58,3,104,13,35,0
더플래츠글램핑,"아로하존 (바닥난방,파워히터)",https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,2,기준 2인 (최대 2인),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,43,7,0,7,0,68,0,0,0,0,0,39,3,7,32,26,0,1,23,0,0,33,0,46,5,19,3,35,8,15,0
더플래츠글램핑,"아트 빔프로젝터존 (바닥난방,파워히터)",https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,3,기준 2인 (최대 2인),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,4,0,9,0,48,0,0,0,0,0,23,5,11,24,18,0,2,13,0,0,29,0,42,5,16,5,28,7,11,0
더플래츠글램핑,"살롱존 (바닥난방,파워히터)",https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,4,기준 2인 (최대 4인),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,86,6,0,25,0,121,0,0,0,0,0,81,2,12,69,48,0,2,29,0,0,78,0,84,24,45,2,80,13,32,0
더플래츠글램핑,"펫존 (바닥난방,파워히터)",https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,5,기준 2인 (최대 4인),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,4,0,10,0,43,0,0,0,0,0,15,2,8,19,15,0,1,8,0,0,20,0,27,4,16,2,24,1,5,0
더플래츠글램핑,오전 당일 글램핑(11시~15시)(숯구매필수!),https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,6,기준 2인 (최대 4인),,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
더플래츠글램핑,오후 당일 글램핑(17시~21시)(숯구매필수!),https://gpartsalon.imweb.me,경기 가평군 상면 수목원로 181-28,,,7,기준 2인 (최대 4인),,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
채움카라반글램핑리조트,서두르세요*매일 선착순5동 추가1만원할인*폴딩도어카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,0,기준 2인 (최대 5인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,14,0,0,1,0,14,0,0,1,0,0,8,0,1,2,9,0,0,8,0,0,2,0,9,0,1,0,2,2,1,0
채움카라반글램핑리조트,신규오픈_계곡 폴딩도어카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,1,기준 2인 (최대 5인),,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,91,0,0,5,0,70,0,0,0,0,0,53,0,0,21,39,0,0,69,0,0,12,0,51,5,9,0,59,40,14,0
채움카라반글램핑리조트,신규오픈_계곡 시네마카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,2,기준 2인 (최대 6인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,59,0,0,8,0,60,0,0,0,0,0,42,0,0,9,21,0,0,42,0,0,11,0,43,2,8,0,37,21,11,0
채움카라반글램핑리조트,신규오픈_VIP스파카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,3,기준 2인 (최대 3인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,25,0,0,6,0,24,0,0,0,0,0,25,0,0,7,17,0,0,15,0,0,1,0,15,1,7,0,7,4,4,0
채움카라반글램핑리조트,신규오픈_VIP카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,4,기준 2인 (최대 5인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,77,0,0,9,0,85,0,0,0,0,0,61,0,0,15,45,0,0,60,0,0,17,0,49,2,13,0,22,19,16,0
채움카라반글램핑리조트,신규오픈_폴딩도어카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,5,기준 2인 (최대 5인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,108,0,0,16,0,111,0,0,0,0,0,96,0,0,31,65,0,0,90,0,0,27,0,62,8,19,0,40,39,27,0
채움카라반글램핑리조트,신규오픈_시네마카라반,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,6,기준 2인 (최대 6인),,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,54,0,0,1,0,57,0,0,0,0,0,44,0,0,19,21,0,0,34,0,0,12,0,36,5,7,0,19,15,8,0
채움카라반글램핑리조트,신규오픈_힐링편백룸펜션,http://새연리조트카라반글램핑펜션.com,경기 가평군 조종면 운악청계로 898,,,7,기준 2인 (최대 6인),,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30,26,1,0,5,0,36,0,0,0,0,0,24,0,0,15,15,0,0,24,0,0,8,0,22,4,7,1,17,13,5,0
